cell,cyc,capacity_mAh,Tmax_C,R0_ohm
3,300,720.2066836195169,40.808922,
3,400,716.0503279000582,40.821388,
3,500,713.0840304729683,40.808922,
3,600,710.0583119725138,40.75898,
3,700,708.5077117739089,40.821388,
3,800,705.5725275613336,40.821388,
3,900,703.2127351410794,40.858826,
3,1000,700.8922491815016,40.833893,
3,1100,698.6703028506131,40.858826,
3,1200,696.3460284543626,40.833893,
3,1300,693.9320435294495,40.846359,
3,1400,691.4782753365478,40.833893,
3,1600,686.4039761027119,40.946209,
3,1800,681.1264227231039,40.933743,
3,1900,678.2317768750305,40.933743,
3,2000,675.4148558999498,40.883797,
3,2100,673.3918106771276,40.808922,
3,2200,669.9072324045648,40.908768,
3,2300,667.9872304226006,40.87133,
3,2400,665.1830232248433,40.946209,
3,2500,663.1787555105219,40.908768,
3,2600,659.6375677156237,40.983643,
3,2700,658.3707894367438,40.933743,
3,2800,655.8547865798171,40.933743,
3,2900,651.9694142612814,40.958714,
3,3000,650.9774306129659,40.983643,
3,3100,648.7293266569452,40.933743,
3,3200,645.0933332983059,41.008617,
3,3500,638.1805844078301,40.908768,
3,3600,637.7480160822042,40.87133,
3,3700,635.89805559061,41.495426,
3,3800,632.3420224158799,41.008617,
3,3900,631.7149177351412,40.958714,
3,4000,629.6603428366021,41.021122,
3,4100,626.6624752776828,40.996151,
3,4200,625.6675662566968,41.021122,
3,4300,623.802889529931,40.971176,
3,4400,621.8625686928474,40.983643,
3,4500,618.4472051369663,40.996151,
3,4600,617.397062827596,40.921234,
3,4800,613.8286055479532,40.946209,
3,5000,608.9248500447693,40.896301,
3,5100,607.559576722663,40.896301,
3,5200,604.4512359157004,40.996151,
3,5300,604.3593651956008,40.983643,
3,5400,602.5054696849569,40.983643,
3,5500,599.4989362373487,41.033588,
3,5600,599.6266429328138,41.046093,
3,5700,597.9470266185133,40.996151,
3,5800,595.6181045337796,41.08353,
3,5900,594.1606611276211,41.08353,
3,6000,592.2878485063985,40.971176,
3,6100,589.3378363478698,41.170914,
3,6200,588.8489304022828,41.170914,
3,6300,587.1626914231025,41.071026,
3,6400,584.8877045881585,41.220818,
3,6500,584.6155005204129,41.220818,
3,6600,582.9967982685885,41.158405,
3,6700,582.4711285638903,41.208351,
3,6800,582.6697890370449,41.258255,
3,6900,581.1245224090237,41.195847,
3,7000,578.701182313585,41.220818,
3,7100,580.2683002516004,41.220818,
3,7200,577.6091745887383,41.245789,
3,7300,575.9966217167189,41.220818,
3,7400,574.0759611343926,41.308201,
3,7500,573.0825077442627,41.18338,
3,7600,571.5622067833184,41.195847,
3,7700,569.8652392499695,41.158405,
3,7800,569.3134736610447,41.133438,
3,7900,567.8694270267266,41.120972,
3,8000,566.4618704545966,41.220818,
3,8100,565.8573030034044,41.120972,
4,0,734.0756158938327,41.543034,
4,100,725.6895677627597,41.518101,
4,200,720.520947044064,41.505592,
4,300,716.8993845363364,41.530567,
4,400,711.6089577103882,41.543034,
4,500,707.5381360146926,41.568005,
4,600,703.3674972372165,41.555538,
4,700,701.7227474914652,41.592976,
4,800,698.0057685756904,41.568005,
4,900,694.5155634312847,41.592976,
4,1000,690.9174915491741,41.543034,
4,1100,687.1888481767409,41.617947,
4,1200,682.9508147644314,41.568005,
4,1300,678.9738121475967,41.605442,
4,1400,674.7946724375373,41.592976,
4,1600,667.088694869066,41.692822,
4,1800,659.50607827045,41.655388,
4,1900,655.8003460359124,41.605442,
4,2000,651.8358917402749,41.605442,
4,2100,649.1322951773172,41.605442,
4,2200,644.827599194441,41.605442,
4,2300,642.7345700249701,41.617947,
4,2400,639.779528362064,41.655388,
4,2500,637.9124570016852,41.642921,
4,2600,632.8442960173883,41.680355,
4,2700,631.3567584678583,41.630413,
4,2800,629.2342766774427,41.655388,
4,2900,624.4071835805257,41.617947,
4,3000,624.0241576349928,41.642921,
4,3100,621.0406372433505,41.617947,
4,3200,617.4298009076539,41.655388,
4,3300,616.6100994219123,41.592976,
4,3500,610.0098423460355,41.580509,
4,3600,609.0845318177422,41.518101,
4,3700,606.8422394722121,42.479256,
4,3800,602.1429400557658,41.617947,
4,3900,602.2590640433417,41.580509,
4,4000,600.8081319033984,41.592976,
4,4100,596.5517044461636,41.642921,
4,4200,595.6564765764431,41.630413,
4,4300,593.6652687461142,41.580509,
4,4400,591.9132492154948,41.592976,
4,4500,588.273065831058,41.568005,
4,4600,587.8162290155369,41.555538,
4,4800,584.5267630762735,41.580509,
4,5000,582.3379080207892,41.493126,
4,5100,581.233771613044,41.480625,
5,0,735.336070718255,42.279404,
5,100,726.3272216149664,42.304337,
5,200,721.6143905718282,42.29187,
5,300,718.1408943344795,42.429001,
5,400,713.4979226988899,42.329269,
5,500,709.9294524799296,42.304337,
5,600,706.7197517896662,42.366669,
5,700,704.4068227739054,42.429001,
5,800,701.0295867753294,42.354202,
5,900,698.2500120464782,42.379135,
5,1000,695.5576916850586,42.391602,
5,1100,692.5531943570523,42.391602,
5,1200,689.7775882497999,42.404068,
5,1300,687.1135597869533,42.441505,
5,1400,684.5275284553019,42.429001,
5,1600,678.643903735009,42.491367,
5,1800,672.7264228388298,42.578632,
5,1900,669.6039858041315,42.591099,
5,2000,666.5615613009338,42.616032,
5,2100,664.112144055915,42.491367,
5,2200,661.1156252944539,42.640965,
5,2300,659.0852626643066,42.466438,
5,2400,655.624570723609,42.603565,
5,2500,653.572031102383,42.478905,
5,2600,650.1803326333551,42.591099,
5,2700,648.6554560316094,42.466438,
5,2800,646.3729055045605,42.491367,
5,2900,643.0682540069614,42.665897,
5,3000,642.1361759560308,42.453972,
5,3100,639.8080244546916,42.541233,
5,3200,636.6188012020026,42.690872,
5,3300,635.56538229874,42.578632,
5,3500,629.1525594045581,42.740738,
5,3600,628.5798251580507,42.603565,
5,3700,626.4541623919168,42.616032,
5,3800,622.7429618448283,42.728271,
5,3900,622.2255140708279,42.603565,
5,4000,620.054371370107,42.616032,
5,4100,616.9927457990417,42.728271,
5,4200,616.0030105030721,42.678364,
5,4300,614.4130100238918,42.591099,
5,4400,612.4443360817295,42.591099,
5,4500,609.5275837131619,42.753204,
5,4600,608.9826949116347,42.578632,
5,4800,605.3543107357652,42.603565,
5,5000,456.1288635874498,42.753204,
6,0,732.7947554512294,42.090382,
6,100,724.683839133562,42.202736,
6,200,719.9780780561117,42.102848,
6,300,716.7605490247803,42.327557,
6,400,711.6736520202331,42.302624,
6,500,707.7770533721924,42.215202,
6,600,704.24917843416,42.240173,
6,700,702.8095879125638,42.40247,
6,800,698.8143263731588,42.352524,
6,900,696.0256867891575,42.340057,
6,1000,692.8134515610182,42.340057,
6,1100,689.8064009492865,42.327557,
6,1200,686.8602393222861,42.302624,
6,1300,683.7786761748114,42.31509,
6,1400,680.8693882005513,42.390003,
6,1600,674.4000038665567,42.477386,
6,1800,669.1830335504253,42.489887,
6,1900,666.0073376705458,42.514862,
6,2000,662.6077744153612,42.552299,
6,2100,660.0615587268948,42.539795,
6,2200,656.3749726963332,42.514862,
6,2300,654.4088374134284,42.602242,
6,2400,650.3692897362026,42.527328,
6,2500,648.4450826764289,42.527328,
6,2600,644.3100797990757,42.489887,
6,2700,643.5074922832472,42.514862,
6,2800,641.3314137706706,42.514862,
6,2900,637.279799374644,42.602242,
6,3000,636.6215899044223,42.477386,
6,3100,633.9956139734056,42.514862,
6,3200,630.1612188131205,42.564766,
6,3300,629.0775840845405,42.552299,
6,3500,622.9330971371867,42.627216,
6,3600,622.4655750181377,42.577271,
6,3700,620.3313260135905,42.901863,
6,3800,616.1640442853969,42.614708,
6,3900,615.9681421137119,42.564766,
6,4000,613.5031779021912,42.589737,
6,4100,609.6173818637355,42.589737,
6,4200,609.0230988884279,42.539795,
6,4300,607.3699490541111,42.527328,
6,4400,605.5915026358235,42.46492,
6,4500,601.5582612949864,42.577271,
6,4600,586.0442340937907,42.539795,
6,4800,586.3836032445917,42.539795,
6,5000,579.0231519723749,42.527328,
7,0,728.7460724569092,41.959953,
7,100,720.3477780451694,42.022324,
7,200,716.2137717431438,42.009857,
7,300,713.9550899355027,42.134598,
7,400,710.350491252628,42.109627,
7,500,707.6044991402621,42.122131,
7,600,705.1038567303704,42.159531,
7,700,705.0077744360792,42.147064,
7,800,702.2042278220113,42.159531,
7,900,700.1065200427925,42.147064,
7,1000,698.0250408537157,42.134598,
7,1100,695.9609703262058,42.171997,
7,1200,694.0032339821371,42.122131,
7,1300,692.0996562801377,42.184505,
7,1400,690.2711085194838,42.184505,
7,1600,686.4617323634372,42.246872,
7,1800,682.4584052490438,42.234371,
7,1900,680.1674774869656,42.271805,
7,2000,677.9978592043389,42.35915,
7,2100,676.4506853791333,42.29678,
7,2200,673.9377403666314,42.35915,
7,2300,672.468531256646,42.334179,
7,2400,669.8150416123352,42.29678,
7,2500,668.3161981719089,42.246872,
7,2600,665.2058399162529,42.221905,
7,2700,663.9368706189983,42.271805,
7,2800,662.0301297966885,42.309246,
7,2900,658.9018480706211,42.371616,
7,3000,657.9000267184718,42.221905,
7,3100,655.9158499218208,42.271805,
7,3200,652.8250279489034,42.321712,
7,3300,651.8482504032085,42.35915,
7,3500,647.4990219249642,42.45892,
7,3600,646.8315112267524,42.409054,
7,3700,645.304202881158,42.858112,
7,3800,642.4368996081984,42.384079,
7,3900,641.9201636369663,42.42152,
7,4000,640.2204043260972,42.446453,
7,4100,637.2624875981344,42.371616,
7,4200,636.4617755194159,42.35915,
7,4300,634.8833453988138,42.409054,
7,4400,633.3857813411086,42.42152,
7,4500,630.5555548837211,42.42152,
7,4600,630.0056152500645,42.42152,
7,4800,626.7490104275444,42.409054,
7,5000,623.0463727946269,42.433987,
7,5100,621.9010570358344,42.371616,
7,5200,618.8233159558885,42.271805,
7,5300,618.954853098738,42.134598,
7,5400,617.5276695204672,42.047256,
7,5500,614.2925687191706,42.271805,
7,5600,614.5690801391297,42.109627,
7,5700,613.1146593468561,42.047256,
7,5800,611.3462823719076,42.221905,
7,5900,610.0332969423896,42.134598,
7,6000,608.8085860090601,42.072227,
7,6100,606.0533887321608,42.309246,
7,6200,605.9034227150879,42.09716,
7,6300,604.6515080966797,42.047256,
7,6400,601.8397427911003,42.259338,
7,6500,602.0161384365811,42.508823,
7,6600,600.7270194675835,42.471424,
7,6700,598.7575378921711,42.770813,
7,6800,599.0486078144938,42.633564,
7,6900,597.851621443797,42.546261,
7,7000,594.991572602095,42.795746,
7,7100,597.1592893788655,42.608631,
7,7200,593.9663081994765,42.608631,
7,7300,592.768780769216,42.533794,
7,7400,590.6981891224568,42.583698,
7,7500,589.9650195246209,42.433987,
7,7600,588.6221542203064,42.409054,
7,7700,586.5107416551988,42.646069,
7,7800,586.0648501349624,42.35915,
7,7900,584.9615834635077,42.35915,
7,8000,582.8396748034193,42.633564,
7,8100,582.8069570864598,42.433987,
8,0,727.5279508776244,41.466637,
8,100,720.0435691727091,41.529045,
8,300,713.4368676427137,41.603924,
8,400,709.5431372565274,41.578953,
8,500,706.6031208953756,41.578953,
8,600,703.9271830937772,41.603924,
8,700,702.8268331586339,41.666294,
8,800,699.6604835476685,41.61639,
8,900,697.5051870107625,41.628857,
8,1000,695.446358352956,41.653828,
8,1100,693.3844109134182,41.653828,
8,1200,691.3525594293859,41.641361,
8,1300,689.3511783582153,41.691265,
8,1400,687.4919010955946,41.678761,
8,1600,683.6927504525519,41.741169,
8,1800,679.848343976271,41.778606,
8,1900,677.445316785953,41.778606,
8,2000,675.2706367701213,41.816048,
8,2100,673.7840156124403,41.753635,
8,2200,671.1616689531791,41.803581,
8,2300,669.7381704212172,41.716198,
8,2400,666.3400254420031,41.778606,
8,2500,664.4188097638958,41.728703,
8,2600,660.65981312422,41.76614,
8,2700,659.2901306798706,41.728703,
8,2800,656.7032675046592,41.741169,
8,2900,652.6045603641833,41.853481,
8,3000,651.5216355353732,41.753635,
8,3100,649.2333106060079,41.753635,
8,3200,645.7033994370321,41.865948,
8,3300,644.6697350407342,41.76614,
8,3500,639.1331897895914,41.853481,
8,3600,638.4180527239549,41.828514,
8,3700,636.1130349142321,41.903389,
8,3800,632.0343069341329,41.853481,
8,3900,631.3156809755113,41.791073,
8,4000,629.1404956210293,41.791073,
8,4100,625.4674043331942,41.853481,
8,4200,624.585982483317,41.803581,
8,4300,622.6337554192608,41.791073,
8,4400,620.4760864495748,41.778606,
8,4500,616.9983768202243,41.841015,
8,4600,616.3392972988486,41.76614,
8,4800,612.2732738059557,41.778606,
8,5000,607.3262718804694,41.828514,
8,5100,605.9417256364678,41.778606,
8,5200,601.8903820841234,41.504078,
8,5300,601.934788576745,41.429199,
8,5400,600.0077753818733,41.45417,
8,5500,596.3490335138482,41.553978,
8,5600,596.2266060789286,41.404228,
8,5700,594.340960205607,41.479103,
8,5800,592.0146001761711,41.516544,
8,5900,590.4843031513402,41.404228,
8,6000,588.5823764392428,41.416733,
8,6100,585.2882372464059,41.566486,
8,6200,585.1320387309231,41.416733,
8,6300,583.2241106854588,41.404228,
8,6400,579.8709863302748,41.61639,
8,6500,580.3408685542026,41.716198,
8,6600,578.5533542486776,41.741169,
8,6700,578.0345206396925,41.903389,
8,6800,577.7142932865601,41.828514,
8,6900,576.4201292408752,41.853481,
8,7000,573.0210856189168,41.940826,
8,7100,574.6346477946778,41.853481,
8,7200,571.4523631333856,41.803581,
8,7300,569.8082029910108,41.841015,
8,7400,567.5662622753906,41.728703,
8,7500,566.657307630317,41.653828,
8,7600,565.3637467862752,41.703732,
8,7700,562.9671093293153,41.778606,
8,7800,562.6004974372796,41.641361,
8,7900,561.1111478911845,41.716198,
8,8000,558.1610835707194,41.841015,
8,8100,558.9581404180535,41.653828,
