cell,cyc,ica_peak1_V,ica_peak1_val,ica_peak2_V,ica_peak2_val,ica_area_abs
1,2500,3.7232005519230764,2895.0219790496194,3.725190174528302,2859.3347987175366,661.4891193009496
1,2600,3.723091641525425,3115.465963544455,3.7250623057142858,3030.8868522403063,658.2350482047824
1,2700,3.723082000000001,2916.8749049111357,3.7250652097087382,2867.565241485994,656.4510746481294
1,2800,3.7232112886792454,2894.9302967919793,3.7252052528846153,2830.0076452098,654.2376374128721
1,2900,3.723196885217392,3126.370728945185,3.7211982882882877,3049.547905163534,650.6375750855892
1,3000,3.7232360183486244,2946.2910914802924,3.7212485592233016,2897.671786968611,649.305563979465
1,3100,3.7232765163461536,2888.82210324661,3.721246086915888,2829.007213126475,647.3726475147485
1,3200,2.908004,4459.8238616017625,2.908325,4441.158104693339,756.2419774982244
1,3300,3.7230621800000003,2853.6932478506205,3.721081696,2811.3747641815426,643.1295878432653
1,3500,3.722907299090909,2925.9214558837557,3.7209062846153844,2914.569788009583,638.0960075799437
1,3600,3.723350956730769,2848.3229872982774,3.7213551240384612,2847.6673573746666,636.5797657187779
1,3700,3.7310154040404044,2700.7949023121037,3.729002168041237,2646.2858967547945,633.519356842804
1,3800,3.7209205584070792,2995.536098390614,3.722903675,2986.3652842659794,631.5273891830309
1,3900,3.7211132075471696,2864.4417603811744,3.723138569902913,2825.156639222667,630.361882906407
1,4000,3.7212935950980386,2774.594823055144,3.723287133673469,2753.0616312373895,628.7485965687684
1,4100,3.721105669607843,2853.2819022238837,3.7190831716981134,2809.4194933534745,626.4826106543813
1,4200,3.7210806393939397,2744.3432047788083,3.719061589215686,2704.3930480415293,624.9775119101669
1,4300,3.721090465625,2675.194123573805,3.723109236734694,2653.94536505657,623.0655866443631
1,4400,3.7209171683673468,2635.2443508740107,3.7189620629213485,2584.918885700201,621.4487721832404
1,4500,2.7820427,4751.616533671276,2.7818422,4746.720435593743,728.1311047102197
1,4600,3.7209556204301077,2538.099155704549,3.7189555195652164,2529.4429731677083,618.2804427057147
1,4800,3.72099225505618,2499.4135349866265,3.7190469287356316,2469.240982700867,615.1699407369072
1,5000,3.7191543760869563,2519.4006076651713,3.7211337011235948,2502.4018732699624,610.9914950854434
1,5100,3.7188614233333332,2435.6379724756844,3.7208804617977527,2412.662589553496,609.989284124358
1,5200,3.7191270525773197,2537.7058864663995,3.717109042696629,2504.6970006158226,607.2484241778538
1,5300,3.718986575,2462.978501513324,3.7210014958333333,2455.635535538575,606.3698240866155
1,5400,3.719093818390804,2404.2440240563155,3.721021504819277,2367.1451723533683,604.832011248475
1,5500,3.71716131235955,2483.546929557022,3.719139098888889,2470.40105755518,602.1089628073556
1,5600,3.719120786746988,2404.5032435771573,3.717151408988764,2396.941148978978,601.198023721733
1,5700,3.7191352965517237,2351.1303262084693,3.7171603999999996,2318.1504838056717,599.7268938364696
1,5800,3.7190161546511624,2319.980011824984,3.717033563855421,2301.1723844991793,597.7754352765337
1,5900,3.719248160493826,2258.39720604982,3.7172733112499996,2224.7715621985844,596.825513352581
1,6000,3.7190112174999994,2222.9694804998,3.7170098962962967,2213.0690365208866,595.627591499156
1,6100,3.7173775000000004,2285.8020131474477,3.7193413555555552,2250.3192670262797,594.4184603602038
1,6200,3.719043565333333,2217.7459263083,3.717098271951219,2214.9811839561153,593.5467893425446
1,6300,3.7191980302631578,2191.1105443551787,3.717286657142857,2176.607841013174,592.1634302769708
1,6400,3.7171818111111117,2225.9526460284396,3.7151633666666664,2178.7291554787953,590.6734471474286
1,6500,3.717154810256411,2202.25063621717,3.7191080253164555,2191.7441515819373,589.3525470400949
1,6600,3.7191198571428594,2135.1006613623467,3.7171350999999997,2134.5933209783543,588.2313404426245
1,6700,3.715127812345679,2167.9639758451667,3.7171444831168836,2159.387255842841,586.1667838588875
1,6800,3.7169796544303804,2231.131561072485,3.718964446835442,2204.6704614533082,584.5307071997183
1,6900,3.7171380316455696,2192.093718058866,3.7191141428571424,2172.7090131094155,583.4640920836588
1,7000,3.7148989975000006,2091.9086769361893,3.7169041041095894,2085.8304312082328,581.9953645044876
1,7100,3.7148989975000006,2091.9086769361893,3.7169041041095894,2085.8304312082328,581.9953645044876
1,7200,3.7172388320987655,2193.2731355258,3.7191900760000007,2159.365992481835,580.6373706766001
1,7300,3.7172379,2127.764579554583,3.71924277922078,2090.973153397179,579.4129847399527
1,7400,3.7171507546666667,2069.8934079312603,3.719112998630137,2050.7185041116754,578.1132913136412
1,7500,3.7170015347222227,2051.702485004367,3.7189325126760573,2013.4718978836172,576.8752508956944
1,7600,3.7168312807692323,2007.143012264598,3.7189405199999985,2002.861906287013,575.9169140705801
1,7700,3.7172810267605634,1970.0638419862225,3.7192362602941182,1954.7388879278296,574.9632902453151
1,7800,3.717204947368421,1981.8319033084554,3.7152048565217384,1953.8769166897982,573.9412502196172
1,7900,3.717125743835617,1977.392390571622,3.715142073913044,1941.428478482616,572.8301715729858
1,8000,3.7169611753623193,1905.808285871215,3.7149106708333335,1898.3382227090915,571.7280548332749
1,8100,3.717107336764706,1893.2547822175547,3.715096755072464,1879.7043816500518,570.7374340364045
1,8200,3.717137001408451,1924.481493621075,3.715158832835821,1904.4618677765102,569.2523154233932
2,0,3.7689867933035712,5702.25640234536,3.7670489181372546,5417.704112711828,733.3325379209143
2,100,3.767226892424243,5128.9190908444725,3.7691094111111108,5117.594977570741,730.0964947784021
2,200,3.767179975129534,4852.911393940594,3.7691101430232554,4637.81981830491,726.1639855614415
2,300,3.7669862778409096,4428.559610919619,3.7689117368421052,4194.446114096703,721.9525345235957
2,400,3.7670174288343565,4168.0311715558055,3.768961326056339,3882.976825438571,719.2508581743203
2,500,3.7670090764705884,3873.467396027976,3.7689914424242423,3568.949066365967,716.2210078427881
2,600,3.7671214042553185,3643.856918786725,3.7651630905511815,3334.51454559165,713.2620515839328
2,700,3.76725149609375,3312.8986155284074,3.765238817796609,3171.243207813415,710.3494034265152
2,800,3.7670146353448275,3131.9771643185522,3.7650553771929824,3018.6710230522294,707.5588432833147
2,900,3.7670898774774777,2940.2859045054793,3.765122938095238,2862.3897581351484,704.7792128598396
2,1000,3.767296473267326,2725.703705090651,3.7653075119999984,2708.8742582684936,702.3280231612018
2,1100,3.725055365306122,2612.0822013728466,3.727042758695652,2605.4433212507283,699.567776692611
2,1200,3.7249554061855665,2672.9139070153324,3.726978179381444,2640.4581234889192,696.6356918373947
2,1300,3.7248873,2711.7488496263104,3.7268681193877553,2691.4767014246754,693.839167936022
2,1400,3.7252292769999995,2766.7147203763743,3.7272020363636367,2697.2784064424777,691.1399103760651
2,1600,3.7249315297297296,2900.001509178561,3.7229315134020617,2814.944853457302,685.4004492165872
2,1800,3.7250963403669735,2934.707528361323,3.7230836849056606,2886.430578501735,679.7536060416969
2,1900,3.7251840407407406,2976.5303948695655,3.7231982396226413,2936.2664352070424,676.8126392815227
2,2000,3.7250292053571425,2998.401994055108,3.723006797247706,2968.644223665935,673.5615644871633
2,2100,3.7249635999999993,2909.445912221534,3.722956195192308,2900.026094135319,671.203062877068
2,2200,3.7230616288288294,2996.0684385639906,3.725064185849056,2971.687761895111,668.0304070690465
2,2300,3.723015473333333,2922.617716070643,3.724997124761904,2901.8351411640033,665.8186434061337
2,2400,3.723260418095238,3005.156188321911,3.7212809724770657,2948.1297500530636,662.7375242985523
2,2500,3.723138336448598,2894.2498082048405,3.7211458019801973,2846.862322416957,660.7040940113366
2,2600,3.722958325925926,3068.7319446520705,3.7209942425925933,3007.5356072604627,657.2650243933922
2,2700,3.7212257141509433,2902.547009050919,3.7232183838095243,2895.1342911428364,655.8216097667333
2,2800,3.7229728844660195,2868.5606329279253,3.7209729361904764,2868.1752223346266,653.402271618496
2,2900,3.7228414026315786,3058.682299015796,3.7208461425925927,3043.146975545562,649.3873622578161
2,3000,3.7210811718446606,2907.3388745328266,3.723037494117648,2881.5813333933474,647.7900076814823
2,3100,3.721163524752475,2859.928736108108,3.7231774934579436,2827.2848630069057,645.5019827829449
2,3200,3.7209672625,2940.056770402647,3.722991062,2896.2176779420115,642.3003004114993
2,3300,3.7209079386138617,2798.9288802114606,3.7229312330097097,2772.344347588558,640.7090255201923
2,3500,3.721257962264151,2868.578293330487,3.7192688821782176,2795.0609935433895,635.6193539172433
2,3600,3.7208870107843137,2827.465054471526,3.7228846533980575,2750.3504105714237,634.2578548054981
2,3700,3.731268729292929,2689.171111606338,3.729250623000001,2678.9525659800856,631.1602214785084
2,3800,3.7210674638095242,2949.0863351806474,3.7191803861386146,2895.126536464988,629.3066279301743
2,3900,3.7208948549019607,2843.729542701054,3.7189662744897953,2759.9009661317396,627.5382526848941
2,4000,3.72092354040404,2759.291346451995,3.718983569072165,2693.858400103971,625.8944142229425
2,4100,3.7210845356435636,2758.683304122198,3.7191114816326527,2728.014828310217,623.1868449682726
2,4200,3.7210399189473673,2682.3502556949097,3.7190530777777777,2633.3011221553897,621.6904874580816
2,4300,3.7207725175257726,2636.7712596083147,3.7188949511627905,2583.935591930858,619.7206575713825
2,4400,3.719143762105263,2565.5952017879026,3.7210972528089887,2558.1057415459363,618.0860166162025
2,4500,3.72104428172043,2572.1882705378666,3.719093544565218,2566.4350445273885,615.8213755457243
2,4600,3.7210349750000007,2538.797009029484,3.7191249636363635,2519.266248986023,614.3927939269744
2,4800,3.7188992604651165,2457.4999720279884,3.720847797777778,2445.680048487193,611.0073550974607
2,5000,3.7190570976470574,2405.1325902676326,3.7210307431818177,2380.372288073093,602.6222632837765
2,5100,3.7189880432432427,2233.0097063680005,3.7209758655172407,2224.3710968326777,603.4809419534565
2,5200,3.719001994623657,2534.9212512218946,3.7209775875000006,2495.214591536802,602.5025097871275
2,5300,3.7189844253333346,2264.5698653135914,3.720979587777779,2248.1742341289355,600.8246543020794
2,5400,3.7209170443037967,2180.9797090508946,3.7189062325,2163.625311133641,599.5594371268837
2,5500,3.7191085439560445,2471.1679392817023,3.7171410082352936,2433.882666661564,597.295169138383
2,5600,3.7189984000000003,2226.1562628588727,3.720945446835443,2207.209987714814,595.1643669912265
2,5700,3.720849833333333,2120.0087075167976,3.7188962533333325,2118.996470695187,593.9802987960683
2,5800,3.7190760825,2147.4808236131357,3.7210525391891895,2098.9134525458503,592.2436406676923
2,5900,3.718958831944444,2046.2539560126897,3.7208717041666666,2012.7032817726576,590.3647776056793
2,6000,3.7191871871428575,1980.154668922798,3.72117201369863,1967.4114002357674,588.5232959580823
2,6100,3.7192156573333333,2112.9218118544813,3.7172237800000003,2078.675577382528,586.8393454597361
2,6200,3.719041080555556,1998.798594708278,3.717042039436619,1970.7320921823848,585.4076070627033
2,6300,3.7189058,1964.015653298833,3.7208367469696966,1926.0329026342952,583.677800262881
2,6400,3.7191525986666663,2093.024085881945,3.7171039936708867,2075.5136418410984,582.265386919004
2,6500,3.71902129117647,1982.5322740467236,3.7209211271428573,1954.490633393245,579.8574814864735
2,6600,3.7192299647058813,1920.2107225310901,3.7172293840579713,1881.0000700846867,577.9030265088728
2,6700,3.715095885135135,2161.837813781458,3.717052315,2138.349223901663,580.0784601257697
2,6800,3.719073249295775,2057.7243673531484,3.7170929066666667,2043.3191858948703,576.3156331885249
2,6900,3.7171701225352103,1969.092103427669,3.719126236231884,1967.4497496364202,574.575878845577
2,7000,3.713038546753247,1991.005462160043,3.7150471058823524,1980.3582083441433,572.507629378422
2,7100,3.7189287260869563,2020.8801179481525,3.7169073701298694,2018.4699451709166,570.0542858035934
2,7200,3.719037266153846,1891.6035645613447,3.7170925573529416,1890.0049836305116,568.72668348692
2,7300,3.7191892676470584,1863.069789791698,3.7171829292307694,1835.7337761887466,569.4192904171339
2,7400,3.719247837662337,2216.494472621387,3.7173132113924043,2197.6728733152995,553.7314642428513
2,7500,3.7191000884057974,1919.7832501294615,3.7170328864864874,1916.9261140015587,575.6577978733568
2,7600,3.7189817600000006,1840.8295520635584,3.717039887692308,1826.4561878522945,571.762651298896
2,7700,3.7190884265624997,1905.1437716269138,3.7170865369863018,1900.119283541062,567.620988289552
3,0,3.7690544966101696,5744.68338860567,3.7670979323943667,5430.719899804899,735.4422509107511
3,100,3.7691235604651157,5321.508285153148,3.7671821928571423,5162.832988187714,730.4375151513159
3,200,3.768973725480769,4984.6302517364675,3.767021967346939,4952.62413124273,728.7616743504458
3,300,3.7670800546874994,4716.78918199394,3.7690296510869565,4561.924039459205,723.6728416691352
3,400,3.76714924787234,4553.816466810618,3.7691119584337356,4243.565121375475,721.6760970907654
3,500,3.7670178662857148,4285.310141626949,3.7690076942675157,3977.785504458472,718.9860096132095
3,600,3.7672465652694624,4044.0391365052637,3.7692386733333327,3639.5659710666223,715.7350031461319
3,700,3.7669440056737593,3770.523328089752,3.7689430960000005,3434.7052397881052,713.0094162921448
3,800,3.766986578676471,3571.710462838164,3.765034055645161,3321.1853035538807,710.687842253392
3,900,3.7671004818897647,3373.9058356255846,3.7651251647540973,3234.5881352387223,708.3515818420639
3,1000,3.7672668982758624,3165.074176758397,3.7652907456896547,3102.3580148605542,705.9625652532081
3,1100,3.7669947769911505,3008.3708615480427,3.7650359490566037,2890.929168437404,703.7823851654745
3,1200,3.7670401184466025,2839.916016792733,3.7650444028571424,2747.210760542861,701.3618952327942
3,1300,3.766795554639175,2721.820645527594,3.7687807127659565,2593.689480615023,699.0660977334583
3,1400,3.724897875000001,2583.012945038412,3.726907527835052,2563.477353841503,696.5930988811836
3,1600,3.7251929430000006,2717.765004531393,3.7271651202127654,2678.066296578996,691.2692022974438
3,1800,3.7251732692307686,2760.6689663365396,3.723156852083333,2703.1186049660464,685.9733713679124
3,1900,3.7249185742574267,2841.3843175996153,3.7268900495049495,2769.118786475461,683.2927713550497
3,2000,3.725041860784315,2877.44238841311,3.7230516942857146,2818.215031086147,680.5347977658273
3,2100,3.7250319316326532,2795.4562681078387,3.7230264557692303,2747.2163249617734,678.2060866475343
3,2200,3.725138566037736,2902.0149326949904,3.723140957943926,2892.559426137159,675.20962236365
3,2300,3.723059686111112,2834.806965041251,3.725105858823529,2807.4534880320425,673.1091285511196
3,2400,3.7248017123809523,2913.3357207022927,3.722815212962963,2912.1399913088244,670.4885814446743
3,2500,3.7231344048076918,2847.474392731616,3.7251296712871285,2804.1539770329837,668.3134976586738
3,2600,3.723152423636363,3022.1203279963374,3.7251565777777778,2942.8167125188047,665.056315576656
3,2700,3.7231109634615387,2869.253440366723,3.7211364549019605,2804.415615021877,663.5975959856577
3,2800,3.7230079990196074,2836.0830785672733,3.724977481,2774.636189642435,661.1522645827906
3,2900,3.7229295940677956,3036.5035036077024,3.720891586792453,2985.5268620237475,657.6646439165797
3,3000,3.7231296782178216,2873.4995213762013,3.7211515761904765,2836.5205658642226,656.3321231622391
3,3100,3.7231754950980394,2828.251423338006,3.7211710509803924,2792.6715365995187,654.2310007268582
3,3200,3.7231328990991,2963.9833820477797,3.7211400971428574,2935.8072349161957,651.1330571076339
3,3500,3.7210755556603767,2900.4281020864873,3.723039579047619,2887.894026878057,644.5965416070695
3,3600,3.7211633377358484,2801.089143550329,3.723205599019608,2775.2636399353505,643.3217945181633
3,3700,3.7313045225806456,2619.8646408898494,3.7293452999999994,2603.224355590355,640.4114449784596
3,3800,3.721012692727272,2972.961108712654,3.722999460952381,2924.9051678160904,638.6845794811815
3,3900,3.720922564423077,2833.5680906095804,3.7228977450980385,2796.5543793454563,637.3076461601602
3,4000,3.7210734464646453,2772.562701164832,3.723066724752475,2699.7083070614754,635.5904046380075
3,4100,3.721050376237624,2848.214504084637,3.723002319607843,2777.171343056718,633.2744066405434
3,4200,3.7212152071428584,2708.6633893636317,3.7192232395833336,2664.0706105625286,631.6945483404479
3,4300,3.7212862546391756,2643.226081588189,3.7192329418367347,2592.4285194948898,630.1170213094249
3,4400,3.7209500698924725,2582.1648687165143,3.7229999824742275,2540.5343299557717,628.4817530620722
3,4500,3.721168974489796,2647.7579058896517,3.7192076088888895,2600.04983543203,626.0190561363545
3,4600,3.7209356020833333,2539.6191019381076,3.718961240000001,2483.1582112484903,624.2917939258771
3,4800,3.7209434329670343,2473.897687325225,3.7189236813186812,2449.0463518000615,621.1122542820266
3,5000,3.721066788172043,2517.1492959241878,3.7190551301075283,2495.579278721969,616.5362403119826
3,5100,3.7210446448275865,2421.6596609084954,3.7190818551724147,2408.093607761941,615.3141070918865
3,5200,3.719066285869565,2541.4979428464285,3.717070660869564,2521.653037601558,612.7655945864149
3,5300,3.7192093539325843,2435.67228888355,3.7211945779069766,2398.9900016590836,611.8463218049601
3,5400,3.7191189744186057,2359.2328032424994,3.721132414117648,2326.9973130809813,610.2968014257015
3,5500,3.719295905555556,2498.3126801094477,3.7172929560439556,2492.9225169305573,608.1318083493351
3,5600,3.719129598876404,2378.0844601129793,3.721129709638555,2354.1030267589813,607.4241302740845
3,5700,3.718997637804878,2305.984049228835,3.7170330121951216,2284.8667482291203,605.9172671493252
3,5800,3.7193639426829277,2272.252609336909,3.7173242785714278,2236.1061417501187,604.0691933713007
3,5900,3.719113861445783,2206.6546042538394,3.7210884813333336,2181.472153658222,602.7991043830036
3,6000,3.7190967705128206,2168.3326507363818,3.7210501723684217,2144.027621314104,601.1748945077347
3,6100,3.718946557142856,2237.000544223265,3.7169473589743585,2213.7748637857003,599.1467260273853
3,6200,3.7191240126582277,2171.1105649814417,3.7171251077922074,2139.2502039784595,597.8050523382328
3,6300,3.7190663759999993,2107.593463729674,3.717091257142858,2094.0945671891677,596.4975212150175
3,6400,3.7172113183908038,2193.897218534941,3.7192524586666673,2185.1324557080807,595.0594687813659
3,6500,3.7192065589743586,2125.942487874796,3.7172060000000013,2125.1507812220516,593.6975661015167
3,6600,3.719352160273972,2069.976690157724,3.7173656273972595,2051.1596498840227,592.404510966257
3,6700,3.71697748095238,2277.6633929884265,3.7150067111111107,2276.848445666823,591.2196485136365
3,6800,3.719206751851852,2206.282036161734,3.717189180246914,2202.552410684206,590.1537690723721
3,6900,3.7170368389610378,2142.3346729517652,3.719078419512195,2139.668910727676,589.002710616
3,7000,3.715229958974359,2206.6212222754693,3.717181711392404,2199.643613554814,587.6626731181076
3,7100,3.71723839,2150.9027210648055,3.7192459236842113,2134.696810336478,587.1334522363022
3,7200,3.719182985135135,2082.167914739359,3.7171748701298686,2069.7044752414513,585.9509064354821
3,7300,3.7169376905405405,2031.2694349401427,3.718959008000001,2018.278395334637,584.7047583914705
3,7400,3.7170806025974032,2024.7145725875307,3.7191076070422526,2003.1200226090878,583.4334345886951
3,7500,3.7171046985294116,1966.3984628679173,3.719057494444444,1965.650648839961,582.2877374947226
3,7600,3.716901884722222,1926.5193958119053,3.7189703563380276,1909.6879966531997,581.219803057408
3,7700,3.717067491304348,1962.6964339474798,3.7150898338028178,1957.9395901991957,580.1299746180978
3,7800,3.717137720588235,1903.1542320381996,3.719105314285714,1902.605586489488,579.1245842424175
3,7900,3.7169562814285713,1880.8812098942872,3.718981240298507,1857.8171798717958,577.9226180636903
3,8000,3.7149196636363633,1917.4458420471346,3.716869772857143,1913.3884864911233,577.4612694097036
3,8100,3.716955682089552,1884.0003034826514,3.7149929731343287,1860.5898917501909,575.7630182978172
4,0,3.7689266265116275,5758.736593935304,3.7669693512562814,5379.326434679446,736.3714791103262
4,100,3.7689742424083774,5259.518501243845,3.7670619646739127,5049.302909308462,731.9436561838243
4,200,3.7671715585227266,4832.855383659,3.769078383333333,4668.673414584569,727.5184024327791
4,300,3.767174036746988,4397.890585969464,3.7690951041666665,4115.379646651927,721.6656893083749
4,400,3.767293557419355,4096.1954664576915,3.7692756734375,3671.580936995466,718.1919295382214
4,500,3.767151280419581,3768.8434958303405,3.7652210155737706,3434.168225578149,714.3177283106165
4,600,3.7670503951219514,3461.011158676207,3.7651164966386563,3205.392937772427,710.015141214462
4,700,3.767156335,3152.243545297708,3.765206602727273,3019.5934197611787,706.4538378169642
4,800,3.7667692473214283,2958.379599892869,3.7648768783505155,2805.9873284106725,703.2757815795987
4,900,3.7671644910000004,2751.5969920564385,3.765223012121212,2695.2471534788347,699.8431691780947
4,1000,3.72509774742268,2670.524932485845,3.7270492956521735,2665.1626647107187,696.1631482145325
4,1100,3.7252355707070706,2743.3882196145423,3.727222283673469,2704.074942321793,692.5778872343176
4,1200,3.724980857142857,2764.54212607519,3.726990734375,2716.236940781979,688.3474870135103
4,1300,3.72519459223301,2821.719798944672,3.7271719469387756,2749.3884637093724,684.7472915704599
4,1400,3.7251206523809524,2843.7259315385163,3.7271038707070714,2781.7210739938455,680.6528801986582
4,1600,3.7250953773584907,2966.5861199249193,3.723129458333334,2920.929970354875,673.0573351228549
4,1800,3.724914072727272,2968.652665288406,3.7229135878504676,2938.1920714448206,665.1364248651473
4,1900,3.722989743925233,3011.447170085943,3.724993980357143,2985.458198556691,661.7559963436408
4,2000,3.723038997272726,3020.0899520387175,3.725021785185186,3006.76685474244,657.8964025043448
4,2100,3.7232141370370364,2965.8190446105,3.7251890095238096,2934.099840469251,654.7580245515384
4,2200,3.723031421296296,2998.4254080137907,3.7250483142857145,2985.3821712974895,651.1547608465428
4,2300,3.7231361379629644,2952.0242834686505,3.7250915990291262,2909.080630424156,648.6214350306462
4,2400,3.7230720794642855,2998.054981980851,3.7250777133333335,2943.2259106602287,646.1758320365592
4,2500,3.7231418972477064,2977.1608427594765,3.7211423726415096,2895.1078798286035,643.9737162809417
4,2600,3.7230403575471693,3033.8896174582624,3.7211236885714287,2975.3071724524198,640.0357012410959
4,2700,3.7232359594339623,2952.5566994369583,3.72121217117117,2908.5940671840945,637.2581221871847
4,2800,3.7230748050000004,2916.912039681978,3.72105488125,2886.3059259380243,635.1916113903978
4,2900,3.72276757264151,3015.5623828721436,3.7208158435185186,2990.052027054422,631.862423837569
4,3000,3.722904705714286,2920.1109999744076,3.7209752247524754,2913.0919194632297,629.7501108093918
4,3100,3.721083216190476,2854.4395951524057,3.7230880225490197,2828.5705555479944,627.0805354093391
4,3200,3.7211181120370367,2877.2070510248304,3.723134140999999,2848.772156810708,624.5834109368442
4,3300,3.7229322000000002,2818.0549189163285,3.720891963461539,2807.3230336965935,622.5569520079558
4,3500,3.7211566490196084,2803.3869937652926,3.7231689049504952,2763.1151558389975,617.4696883257983
4,3600,3.7211355936842114,2737.1362116340315,3.7191259475247525,2685.98536656925,614.7050807232852
4,3700,3.7290950515463916,2685.7915119451354,3.7310712757894744,2681.511900791593,611.495764521688
4,3800,3.7193179309278355,2766.002580914952,3.721310006862744,2722.6213346519653,609.9093585202211
4,3900,3.7189078270000007,2669.7680978570133,3.720936651041667,2665.9627207959275,608.0437549386015
4,4000,3.719197565625,2616.030831145443,3.7212303691489357,2573.034296335856,606.7843798090834
4,4100,3.7191564311827965,2555.188283350959,3.721161681914894,2534.611859413053,603.9869297401046
4,4200,3.7189157423913035,2528.4098213094985,3.7209189791208797,2495.666895524133,601.9655662465708
4,4300,3.7190525945054946,2470.7301335732045,3.720991215476191,2450.1820445242483,600.1775879365773
4,4400,3.7194143023255806,2426.510825037709,3.7174921261904763,2387.0328184950777,598.4706612734419
4,4500,3.718968192045455,2383.1345350849297,3.7169976914634146,2370.7032632817572,596.217189815558
4,4600,3.7190859160493828,2368.0848713264277,3.7172035111111112,2326.748382368518,594.5435127234625
4,4800,3.719182186585366,2279.687057466159,3.7171868216867474,2271.5900416891236,591.3289131045235
4,5000,3.719019640963856,2281.3893863179983,3.717043565,2267.4716541690286,590.2702452395307
4,5100,3.7190496060240963,2261.729968340107,3.7170985223684214,2217.864990963484,589.0233038627059
5,0,3.767290398672566,5561.5506996554905,3.7692308636363636,5424.515840241875,734.0390508862812
5,100,3.7670463372549023,5048.624747524154,3.7690051560606057,4964.4968566840835,728.7918777544953
5,200,3.7673501818181823,4847.864131788418,3.769283172727273,4389.957168220746,725.6214221248869
5,300,3.7671912801104965,4386.667488765728,3.7691571020270267,3990.7139403054025,721.2011234746972
5,400,3.7671773918238984,4125.997345044307,3.7691016200000003,3709.195489246049,718.4058019348782
5,500,3.767313635333333,3813.190038320172,3.7653558839160852,3586.907886153087,715.3112600791321
5,600,3.7671033553191484,3558.9362123358587,3.7651331030303026,3348.3795514118538,711.946897381339
5,700,3.7653076385245905,3202.2728744736232,3.7672834452991455,3184.7724415792472,709.2250679622177
5,800,3.767026517699115,3043.9242356500617,3.7650384298245614,2990.033785876032,706.3342651537698
5,900,3.7671244883495154,2848.8475539095525,3.765144252380953,2806.2097494758054,703.53266828561
5,1000,3.767081342424243,2654.1604010705487,3.765081296969696,2642.7688782946207,700.7561262704553
5,1100,3.7248995054945064,2582.2951328021736,3.7268831145833334,2573.950233173833,697.9626517333377
5,1200,3.7249982156862758,2634.6320220411,3.7270302444444434,2589.2703176215146,694.9845435399674
5,1300,3.7251646354838712,2674.2193078258133,3.723237366315788,2649.1155163394724,692.3620455033923
5,1400,3.7250817841584167,2725.4876452239696,3.723113668085106,2699.6080035404157,689.7230456455069
5,1600,3.725134042857143,2855.1412108595687,3.7231697660000003,2846.7844991026213,683.8139611613472
5,1800,3.723100157843138,2882.1600233781064,3.725139690825689,2849.7248406929866,677.7820132476585
5,1900,3.723157916190476,2965.281480139034,3.7251192415094345,2901.562016203199,674.7974274011953
5,2000,3.722977508571429,2980.830698508522,3.7249384907407403,2939.738177382693,671.777634378143
5,2100,3.723383776415094,2907.063156305143,3.7213983254901972,2821.9549849071627,669.5370396074713
5,2200,3.7227042288288286,3004.7532861138025,3.724703692380953,2906.8651802595123,666.6271043130316
5,2300,3.7229564057142857,2906.4745570216182,3.7210338061224495,2839.2940957762767,664.5469373915196
